seed,morphology,task,split,episode,payload_shift,terrain_or_fluid_shift,actuator_degradation,sensor_dropout,contact_tightness,morphology_ood_shift,intervention_cost_shift,severity,true_family
0,differential_drive,tight_turn_navigation,nominal_morphology,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.399841,kinodynamic_limit
0,differential_drive,tight_turn_navigation,nominal_morphology,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.324224,traction_or_slip
0,differential_drive,tight_turn_navigation,nominal_morphology,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.385154,kinodynamic_limit
0,differential_drive,tight_turn_navigation,nominal_morphology,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.393330,traction_or_slip
0,differential_drive,tight_turn_navigation,nominal_morphology,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.393832,kinodynamic_limit
0,differential_drive,tight_turn_navigation,nominal_morphology,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.410309,traction_or_slip
0,differential_drive,tight_turn_navigation,nominal_morphology,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.290312,kinodynamic_limit
0,differential_drive,tight_turn_navigation,nominal_morphology,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400965,traction_or_slip
0,differential_drive,payload_transport,nominal_morphology,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.315379,traction_or_slip
0,differential_drive,payload_transport,nominal_morphology,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333152,kinodynamic_limit
0,differential_drive,payload_transport,nominal_morphology,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.364640,actuator_saturation
0,differential_drive,payload_transport,nominal_morphology,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.360815,traction_or_slip
0,differential_drive,payload_transport,nominal_morphology,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.304836,traction_or_slip
0,differential_drive,payload_transport,nominal_morphology,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.297997,actuator_saturation
0,differential_drive,payload_transport,nominal_morphology,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.328139,actuator_saturation
0,differential_drive,payload_transport,nominal_morphology,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.362692,actuator_saturation
0,differential_drive,gap_or_step_crossing,nominal_morphology,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.468245,traction_or_slip
0,differential_drive,gap_or_step_crossing,nominal_morphology,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.350066,traction_or_slip
0,differential_drive,gap_or_step_crossing,nominal_morphology,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.431506,traction_or_slip
0,differential_drive,gap_or_step_crossing,nominal_morphology,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.364275,kinodynamic_limit
0,differential_drive,gap_or_step_crossing,nominal_morphology,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.334369,traction_or_slip
0,differential_drive,gap_or_step_crossing,nominal_morphology,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.353993,traction_or_slip
0,differential_drive,gap_or_step_crossing,nominal_morphology,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.389719,traction_or_slip
0,differential_drive,gap_or_step_crossing,nominal_morphology,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.425298,traction_or_slip
0,differential_drive,precision_contact_manipulation,nominal_morphology,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.443586,contact_geometry
0,differential_drive,precision_contact_manipulation,nominal_morphology,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.397569,traction_or_slip
0,differential_drive,precision_contact_manipulation,nominal_morphology,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.363809,traction_or_slip
0,differential_drive,precision_contact_manipulation,nominal_morphology,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.315247,energy_budget
0,differential_drive,precision_contact_manipulation,nominal_morphology,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.363505,kinodynamic_limit
0,differential_drive,precision_contact_manipulation,nominal_morphology,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344816,contact_geometry
0,differential_drive,precision_contact_manipulation,nominal_morphology,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.328235,state_estimation_dropout
0,differential_drive,precision_contact_manipulation,nominal_morphology,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.479313,contact_geometry
0,differential_drive,disturbance_recovery,nominal_morphology,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.387879,kinodynamic_limit
0,differential_drive,disturbance_recovery,nominal_morphology,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.368390,kinodynamic_limit
0,differential_drive,disturbance_recovery,nominal_morphology,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.312543,kinodynamic_limit
0,differential_drive,disturbance_recovery,nominal_morphology,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.360189,energy_budget
0,differential_drive,disturbance_recovery,nominal_morphology,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.360447,traction_or_slip
0,differential_drive,disturbance_recovery,nominal_morphology,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.311434,state_estimation_dropout
0,differential_drive,disturbance_recovery,nominal_morphology,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.356481,kinodynamic_limit
0,differential_drive,disturbance_recovery,nominal_morphology,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380038,kinodynamic_limit
0,differential_drive,cluttered_tool_use,nominal_morphology,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.425508,traction_or_slip
0,differential_drive,cluttered_tool_use,nominal_morphology,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.433779,traction_or_slip
0,differential_drive,cluttered_tool_use,nominal_morphology,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.449435,kinodynamic_limit
0,differential_drive,cluttered_tool_use,nominal_morphology,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.370436,contact_geometry
0,differential_drive,cluttered_tool_use,nominal_morphology,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.437577,kinodynamic_limit
0,differential_drive,cluttered_tool_use,nominal_morphology,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.413641,actuator_saturation
0,differential_drive,cluttered_tool_use,nominal_morphology,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.437370,traction_or_slip
0,differential_drive,cluttered_tool_use,nominal_morphology,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.351423,contact_geometry
0,quadruped,tight_turn_navigation,nominal_morphology,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.413927,kinodynamic_limit
0,quadruped,tight_turn_navigation,nominal_morphology,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.385426,traction_or_slip
0,quadruped,tight_turn_navigation,nominal_morphology,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333305,kinodynamic_limit
0,quadruped,tight_turn_navigation,nominal_morphology,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.336370,traction_or_slip
0,quadruped,tight_turn_navigation,nominal_morphology,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.345090,contact_geometry
0,quadruped,tight_turn_navigation,nominal_morphology,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.399883,kinodynamic_limit
